Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
gtfo_NZL_desc;We can no longer maintain our rulership of New Zealand, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ENG_title;Grant United Kingdom Independence;;;;;;;;;;;;;
gtfo_ENG_desc;We can no longer maintain our rulership of United Kingdom, considering the developing political situation.;;;;;;;;;;;;;
gtfo_RUS_title;Grant Russia Independence;;;;;;;;;;;;;
gtfo_RUS_desc;We can no longer maintain our rulership of Russia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_FRA_title;Grant France Independence;;;;;;;;;;;;;
gtfo_FRA_desc;We can no longer maintain our rulership of France, considering the developing political situation.;;;;;;;;;;;;;
gtfo_PRU_title;Grant Prussia Independence;;;;;;;;;;;;;
gtfo_PRU_desc;We can no longer maintain our rulership of Prussia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_GER_title;Grant Germany Independence;;;;;;;;;;;;;
gtfo_GER_desc;We can no longer maintain our rulership of Germany, considering the developing political situation.;;;;;;;;;;;;;
gtfo_AUS_title;Grant Austria Independence;;;;;;;;;;;;;
gtfo_AUS_desc;We can no longer maintain our rulership of Austria, considering the developing political situation.;;;;;;;;;;;;;
gtfo_USA_title;Grant USA Independence;;;;;;;;;;;;;
gtfo_USA_desc;We can no longer maintain our rulership of USA, considering the developing political situation.;;;;;;;;;;;;;
gtfo_JAP_title;Grant Japan Independence;;;;;;;;;;;;;
gtfo_JAP_desc;We can no longer maintain our rulership of Japan, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ITA_title;Grant Italy Independence;;;;;;;;;;;;;
gtfo_ITA_desc;We can no longer maintain our rulership of Italy, considering the developing political situation.;;;;;;;;;;;;;
gtfo_KUK_title;Grant Austria-Hungary Independence;;;;;;;;;;;;;
gtfo_KUK_desc;We can no longer maintain our rulership of Austria-Hungary, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ISR_title;Grant Israel Independence;;;;;;;;;;;;;
gtfo_ISR_desc;We can no longer maintain our rulership of Israel, considering the developing political situation.;;;;;;;;;;;;;
gtfo_ICL_title;Grant Iceland Independence;;;;;;;;;;;;;
gtfo_ICL_desc;We can no longer maintain our rulership of Iceland, considering the developing political situation.;;;;;;;;;;;;;
gtfo_IBR_title;Grant Iberia Independence;;;;;;;;;;;;;
gtfo_IBR_desc;We can no longer maintain our rulership of Iberia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BYZ_title;Grant Byzantium Independence;;;;;;;;;;;;;
gtfo_BYZ_desc;We can no longer maintain our rulership of Byzantium, considering the developing political situation.;;;;;;;;;;;;;
gtfo_BAB_title;Grant Babylonia Independence;;;;;;;;;;;;;
gtfo_BAB_desc;We can no longer maintain our rulership of Babylonia, considering the developing political situation.;;;;;;;;;;;;;
gtfo_TPG_title;Grant Taiping Independence;;;;;;;;;;;;;
gtfo_TPG_desc;We can no longer maintain our rulership of Taiping, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D01_title;Grant D01 Independence;;;;;;;;;;;;;
gtfo_D01_desc;We can no longer maintain our rulership of D01, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D02_title;Grant D02 Independence;;;;;;;;;;;;;
gtfo_D02_desc;We can no longer maintain our rulership of D02, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D03_title;Grant D03 Independence;;;;;;;;;;;;;
gtfo_D03_desc;We can no longer maintain our rulership of D03, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D04_title;Grant D04 Independence;;;;;;;;;;;;;
gtfo_D04_desc;We can no longer maintain our rulership of D04, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D05_title;Grant D05 Independence;;;;;;;;;;;;;
gtfo_D05_desc;We can no longer maintain our rulership of D05, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D06_title;Grant D06 Independence;;;;;;;;;;;;;
gtfo_D06_desc;We can no longer maintain our rulership of D06, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D07_title;Grant D07 Independence;;;;;;;;;;;;;
gtfo_D07_desc;We can no longer maintain our rulership of D07, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D08_title;Grant D08 Independence;;;;;;;;;;;;;
gtfo_D08_desc;We can no longer maintain our rulership of D08, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D09_title;Grant D09 Independence;;;;;;;;;;;;;
gtfo_D09_desc;We can no longer maintain our rulership of D09, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D10_title;Grant D10 Independence;;;;;;;;;;;;;
gtfo_D10_desc;We can no longer maintain our rulership of D10, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D11_title;Grant D11 Independence;;;;;;;;;;;;;
gtfo_D11_desc;We can no longer maintain our rulership of D11, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D12_title;Grant D12 Independence;;;;;;;;;;;;;
gtfo_D12_desc;We can no longer maintain our rulership of D12, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D13_title;Grant D13 Independence;;;;;;;;;;;;;
gtfo_D13_desc;We can no longer maintain our rulership of D13, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D14_title;Grant D14 Independence;;;;;;;;;;;;;
gtfo_D14_desc;We can no longer maintain our rulership of D14, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D15_title;Grant D15 Independence;;;;;;;;;;;;;
gtfo_D15_desc;We can no longer maintain our rulership of D15, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D16_title;Grant D16 Independence;;;;;;;;;;;;;
gtfo_D16_desc;We can no longer maintain our rulership of D16, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D17_title;Grant D17 Independence;;;;;;;;;;;;;
gtfo_D17_desc;We can no longer maintain our rulership of D17, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D18_title;Grant D18 Independence;;;;;;;;;;;;;
gtfo_D18_desc;We can no longer maintain our rulership of D18, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D19_title;Grant D19 Independence;;;;;;;;;;;;;
gtfo_D19_desc;We can no longer maintain our rulership of D19, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D20_title;Grant D20 Independence;;;;;;;;;;;;;
gtfo_D20_desc;We can no longer maintain our rulership of D20, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D21_title;Grant D21 Independence;;;;;;;;;;;;;
gtfo_D21_desc;We can no longer maintain our rulership of D21, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D22_title;Grant D22 Independence;;;;;;;;;;;;;
gtfo_D22_desc;We can no longer maintain our rulership of D22, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D23_title;Grant D23 Independence;;;;;;;;;;;;;
gtfo_D23_desc;We can no longer maintain our rulership of D23, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D24_title;Grant D24 Independence;;;;;;;;;;;;;
gtfo_D24_desc;We can no longer maintain our rulership of D24, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D25_title;Grant D25 Independence;;;;;;;;;;;;;
gtfo_D25_desc;We can no longer maintain our rulership of D25, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D26_title;Grant D26 Independence;;;;;;;;;;;;;
gtfo_D26_desc;We can no longer maintain our rulership of D26, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D27_title;Grant D27 Independence;;;;;;;;;;;;;
gtfo_D27_desc;We can no longer maintain our rulership of D27, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D28_title;Grant D28 Independence;;;;;;;;;;;;;
gtfo_D28_desc;We can no longer maintain our rulership of D28, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D29_title;Grant D29 Independence;;;;;;;;;;;;;
gtfo_D29_desc;We can no longer maintain our rulership of D29, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D30_title;Grant D30 Independence;;;;;;;;;;;;;
gtfo_D30_desc;We can no longer maintain our rulership of D30, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D31_title;Grant D31 Independence;;;;;;;;;;;;;
gtfo_D31_desc;We can no longer maintain our rulership of D31, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D32_title;Grant D32 Independence;;;;;;;;;;;;;
gtfo_D32_desc;We can no longer maintain our rulership of D32, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D33_title;Grant D33 Independence;;;;;;;;;;;;;
gtfo_D33_desc;We can no longer maintain our rulership of D33, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D34_title;Grant D34 Independence;;;;;;;;;;;;;
gtfo_D34_desc;We can no longer maintain our rulership of D34, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D35_title;Grant D35 Independence;;;;;;;;;;;;;
gtfo_D35_desc;We can no longer maintain our rulership of D35, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D36_title;Grant D36 Independence;;;;;;;;;;;;;
gtfo_D36_desc;We can no longer maintain our rulership of D36, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D37_title;Grant D37 Independence;;;;;;;;;;;;;
gtfo_D37_desc;We can no longer maintain our rulership of D37, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D38_title;Grant D38 Independence;;;;;;;;;;;;;
gtfo_D38_desc;We can no longer maintain our rulership of D38, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D39_title;Grant D39 Independence;;;;;;;;;;;;;
gtfo_D39_desc;We can no longer maintain our rulership of D39, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D40_title;Grant D40 Independence;;;;;;;;;;;;;
gtfo_D40_desc;We can no longer maintain our rulership of D40, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D41_title;Grant D41 Independence;;;;;;;;;;;;;
gtfo_D41_desc;We can no longer maintain our rulership of D41, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D42_title;Grant D42 Independence;;;;;;;;;;;;;
gtfo_D42_desc;We can no longer maintain our rulership of D42, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D43_title;Grant D43 Independence;;;;;;;;;;;;;
gtfo_D43_desc;We can no longer maintain our rulership of D43, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D44_title;Grant D44 Independence;;;;;;;;;;;;;
gtfo_D44_desc;We can no longer maintain our rulership of D44, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D45_title;Grant D45 Independence;;;;;;;;;;;;;
gtfo_D45_desc;We can no longer maintain our rulership of D45, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D46_title;Grant D46 Independence;;;;;;;;;;;;;
gtfo_D46_desc;We can no longer maintain our rulership of D46, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D47_title;Grant D47 Independence;;;;;;;;;;;;;
gtfo_D47_desc;We can no longer maintain our rulership of D47, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D48_title;Grant D48 Independence;;;;;;;;;;;;;
gtfo_D48_desc;We can no longer maintain our rulership of D48, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D49_title;Grant D49 Independence;;;;;;;;;;;;;
gtfo_D49_desc;We can no longer maintain our rulership of D49, considering the developing political situation.;;;;;;;;;;;;;
gtfo_D50_title;Grant D50 Independence;;;;;;;;;;;;;
gtfo_D50_desc;We can no longer maintain our rulership of D50, considering the developing political situation.;;;;;;;;;;;;;
